,Quantity,InvoiceDate,Category
295423,2,2011-09-15 16:32:00,Storage/Laundry bags
295424,6,2011-09-15 16:32:00,Storage/Laundry bags
295426,1,2011-09-15 16:32:00,Storage/Laundry bags
295437,1,2011-09-15 16:32:00,Storage/Laundry bags
295443,3,2011-09-15 16:32:00,Storage/Laundry bags
295444,1,2011-09-15 16:32:00,Storage/Laundry bags
295464,4,2011-09-15 16:32:00,Storage/Laundry bags
295481,1,2011-09-15 16:32:00,Storage/Laundry bags
295483,1,2011-09-15 16:32:00,Storage/Laundry bags
295484,1,2011-09-15 16:32:00,Storage/Laundry bags
295491,4,2011-09-15 16:32:00,Storage/Laundry bags
295513,2,2011-09-15 16:32:00,Storage/Laundry bags
295515,1,2011-09-15 16:32:00,Storage/Laundry bags
295541,1,2011-09-15 16:32:00,Storage/Laundry bags
295545,1,2011-09-15 16:32:00,Storage/Laundry bags
295584,1,2011-09-15 16:32:00,Storage/Laundry bags
295585,10,2011-09-15 16:34:00,Storage/Laundry bags
295599,10,2011-09-15 16:34:00,Storage/Laundry bags
295601,10,2011-09-15 16:34:00,Storage/Laundry bags
295605,10,2011-09-15 16:34:00,Storage/Laundry bags
295620,6,2011-09-15 16:36:00,Storage/Laundry bags
295658,1,2011-09-15 16:37:00,Storage/Laundry bags
295660,1,2011-09-15 16:37:00,Storage/Laundry bags
295688,1,2011-09-15 16:37:00,Storage/Laundry bags
295703,1,2011-09-15 16:37:00,Storage/Laundry bags
295713,4,2011-09-15 16:37:00,Storage/Laundry bags
295715,1,2011-09-15 16:37:00,Storage/Laundry bags
295730,1,2011-09-15 16:37:00,Storage/Laundry bags
295740,5,2011-09-15 16:37:00,Storage/Laundry bags
295741,1,2011-09-15 16:37:00,Storage/Laundry bags
295742,1,2011-09-15 16:37:00,Storage/Laundry bags
295743,2,2011-09-15 16:37:00,Storage/Laundry bags
295757,1,2011-09-15 16:37:00,Storage/Laundry bags
295777,4,2011-09-15 16:37:00,Storage/Laundry bags
295793,1,2011-09-15 16:37:00,Storage/Laundry bags
295804,1,2011-09-15 16:37:00,Storage/Laundry bags
295808,3,2011-09-15 16:37:00,Storage/Laundry bags
295811,1,2011-09-15 16:37:00,Storage/Laundry bags
295815,1,2011-09-15 16:37:00,Storage/Laundry bags
295821,1,2011-09-15 16:37:00,Storage/Laundry bags
295828,20,2011-09-15 17:00:00,Storage/Laundry bags
295835,1,2011-09-15 17:00:00,Storage/Laundry bags
295869,2,2011-09-15 17:00:00,Storage/Laundry bags
295874,3,2011-09-15 17:07:00,Storage/Laundry bags
295875,1,2011-09-15 17:07:00,Storage/Laundry bags
295882,1,2011-09-15 17:07:00,Storage/Laundry bags
295896,2,2011-09-15 17:07:00,Storage/Laundry bags
295898,2,2011-09-15 17:07:00,Storage/Laundry bags
295903,6,2011-09-15 18:05:00,Storage/Laundry bags
295905,6,2011-09-15 18:05:00,Storage/Laundry bags
295941,6,2011-09-16 09:03:00,Storage/Laundry bags
295950,10,2011-09-16 09:03:00,Storage/Laundry bags
295951,10,2011-09-16 09:03:00,Storage/Laundry bags
295982,10,2011-09-16 09:21:00,Storage/Laundry bags
295994,20,2011-09-16 09:21:00,Storage/Laundry bags
296003,10,2011-09-16 09:24:00,Storage/Laundry bags
296008,10,2011-09-16 09:24:00,Storage/Laundry bags
296010,10,2011-09-16 09:24:00,Storage/Laundry bags
296011,20,2011-09-16 09:24:00,Storage/Laundry bags
296014,10,2011-09-16 09:24:00,Storage/Laundry bags
296018,10,2011-09-16 09:24:00,Storage/Laundry bags
296046,20,2011-09-16 09:27:00,Storage/Laundry bags
296047,20,2011-09-16 09:27:00,Storage/Laundry bags
296048,20,2011-09-16 09:27:00,Storage/Laundry bags
296069,10,2011-09-16 09:27:00,Storage/Laundry bags
296070,20,2011-09-16 09:27:00,Storage/Laundry bags
296071,10,2011-09-16 09:27:00,Storage/Laundry bags
296074,10,2011-09-16 09:27:00,Storage/Laundry bags
296098,12,2011-09-16 09:27:00,Storage/Laundry bags
296187,10,2011-09-16 10:02:00,Storage/Laundry bags
296243,2,2011-09-16 10:42:00,Storage/Laundry bags
296244,4,2011-09-16 10:42:00,Storage/Laundry bags
296245,26,2011-09-16 10:42:00,Storage/Laundry bags
296253,2,2011-09-16 10:42:00,Storage/Laundry bags
296265,1,2011-09-16 10:42:00,Storage/Laundry bags
296266,24,2011-09-16 10:42:00,Storage/Laundry bags
296267,2,2011-09-16 10:42:00,Storage/Laundry bags
296268,11,2011-09-16 10:42:00,Storage/Laundry bags
296284,1,2011-09-16 10:42:00,Storage/Laundry bags
296291,9,2011-09-16 10:42:00,Storage/Laundry bags
296292,3,2011-09-16 10:42:00,Storage/Laundry bags
296294,3,2011-09-16 10:42:00,Storage/Laundry bags
296312,1,2011-09-16 10:42:00,Storage/Laundry bags
296313,8,2011-09-16 10:42:00,Storage/Laundry bags
296375,10,2011-09-16 11:23:00,Storage/Laundry bags
296383,9,2011-09-16 11:23:00,Storage/Laundry bags
296385,23,2011-09-16 11:23:00,Storage/Laundry bags
296386,29,2011-09-16 11:23:00,Storage/Laundry bags
296387,38,2011-09-16 11:23:00,Storage/Laundry bags
296418,89,2011-09-16 11:23:00,Storage/Laundry bags
296432,1,2011-09-16 11:23:00,Storage/Laundry bags
296433,18,2011-09-16 11:23:00,Storage/Laundry bags
296475,12,2011-09-16 11:48:00,Storage/Laundry bags
296481,10,2011-09-16 11:48:00,Storage/Laundry bags
296493,10,2011-09-16 11:48:00,Storage/Laundry bags
296543,5,2011-09-16 12:22:00,Storage/Laundry bags
296552,10,2011-09-16 12:22:00,Storage/Laundry bags
296553,10,2011-09-16 12:22:00,Storage/Laundry bags
296559,10,2011-09-16 12:22:00,Storage/Laundry bags
296584,2,2011-09-16 12:34:00,Storage/Laundry bags
296592,3,2011-09-16 12:34:00,Storage/Laundry bags
296620,5,2011-09-16 12:38:00,Storage/Laundry bags
296762,10,2011-09-16 13:03:00,Storage/Laundry bags
296767,10,2011-09-16 13:03:00,Storage/Laundry bags
296783,10,2011-09-16 13:03:00,Storage/Laundry bags
296784,10,2011-09-16 13:03:00,Storage/Laundry bags
296787,10,2011-09-16 13:03:00,Storage/Laundry bags
296926,2,2011-09-16 13:53:00,Storage/Laundry bags
296928,3,2011-09-16 13:53:00,Storage/Laundry bags
296987,16,2011-09-16 14:04:00,Storage/Laundry bags
296988,32,2011-09-16 14:04:00,Storage/Laundry bags
297022,10,2011-09-16 14:20:00,Storage/Laundry bags
297024,10,2011-09-16 14:20:00,Storage/Laundry bags
297048,10,2011-09-16 14:39:00,Storage/Laundry bags
297124,10,2011-09-16 15:09:00,Storage/Laundry bags
297125,10,2011-09-16 15:09:00,Storage/Laundry bags
297130,6,2011-09-16 15:09:00,Storage/Laundry bags
297142,20,2011-09-16 15:23:00,Storage/Laundry bags
297143,10,2011-09-16 15:23:00,Storage/Laundry bags
297144,10,2011-09-16 15:23:00,Storage/Laundry bags
297158,10,2011-09-16 15:23:00,Storage/Laundry bags
297209,1,2011-09-16 16:29:00,Storage/Laundry bags
297253,10,2011-09-16 17:39:00,Storage/Laundry bags
297254,1,2011-09-16 17:39:00,Storage/Laundry bags
297291,30,2011-09-18 10:46:00,Storage/Laundry bags
297294,100,2011-09-18 10:46:00,Storage/Laundry bags
297295,100,2011-09-18 10:46:00,Storage/Laundry bags
297296,100,2011-09-18 10:46:00,Storage/Laundry bags
297297,30,2011-09-18 10:46:00,Storage/Laundry bags
297298,30,2011-09-18 10:46:00,Storage/Laundry bags
297304,30,2011-09-18 10:46:00,Storage/Laundry bags
297352,1,2011-09-18 11:51:00,Storage/Laundry bags
297359,1,2011-09-18 11:58:00,Storage/Laundry bags
297366,2,2011-09-18 11:58:00,Storage/Laundry bags
297383,1,2011-09-18 11:58:00,Storage/Laundry bags
297386,1,2011-09-18 11:58:00,Storage/Laundry bags
297410,1,2011-09-18 11:58:00,Storage/Laundry bags
297522,2,2011-09-18 12:40:00,Storage/Laundry bags
297523,2,2011-09-18 12:40:00,Storage/Laundry bags
297541,8,2011-09-18 12:40:00,Storage/Laundry bags
297592,100,2011-09-18 12:42:00,Storage/Laundry bags
297593,100,2011-09-18 12:42:00,Storage/Laundry bags
297647,1,2011-09-18 13:38:00,Storage/Laundry bags
297710,2,2011-09-18 14:56:00,Storage/Laundry bags
297711,2,2011-09-18 14:56:00,Storage/Laundry bags
297713,2,2011-09-18 14:56:00,Storage/Laundry bags
297718,2,2011-09-18 14:56:00,Storage/Laundry bags
297726,2,2011-09-18 14:56:00,Storage/Laundry bags
297733,1,2011-09-18 14:56:00,Storage/Laundry bags
297770,2,2011-09-18 15:15:00,Storage/Laundry bags
297793,3,2011-09-18 15:21:00,Storage/Laundry bags
297801,10,2011-09-18 15:21:00,Storage/Laundry bags
297802,10,2011-09-18 15:21:00,Storage/Laundry bags
297804,10,2011-09-18 15:21:00,Storage/Laundry bags
297816,1,2011-09-18 15:21:00,Storage/Laundry bags
298095,24,2011-09-18 15:32:00,Storage/Laundry bags
298097,4,2011-09-18 15:32:00,Storage/Laundry bags
298117,4,2011-09-18 15:32:00,Storage/Laundry bags
298300,3,2011-09-18 15:55:00,Storage/Laundry bags
298301,1,2011-09-18 15:55:00,Storage/Laundry bags
298303,4,2011-09-18 15:55:00,Storage/Laundry bags
298304,3,2011-09-18 15:55:00,Storage/Laundry bags
298307,2,2011-09-18 15:55:00,Storage/Laundry bags
298308,6,2011-09-18 15:55:00,Storage/Laundry bags
298310,5,2011-09-18 15:55:00,Storage/Laundry bags
298318,4,2011-09-18 15:55:00,Storage/Laundry bags
298334,1,2011-09-18 15:55:00,Storage/Laundry bags
298335,2,2011-09-18 15:55:00,Storage/Laundry bags
298362,2,2011-09-18 16:04:00,Storage/Laundry bags
298417,10,2011-09-19 09:14:00,Storage/Laundry bags
298421,10,2011-09-19 09:14:00,Storage/Laundry bags
298444,10,2011-09-19 09:15:00,Storage/Laundry bags
298445,10,2011-09-19 09:15:00,Storage/Laundry bags
298485,10,2011-09-19 10:09:00,Storage/Laundry bags
298488,10,2011-09-19 10:09:00,Storage/Laundry bags
298593,10,2011-09-19 10:42:00,Storage/Laundry bags
298595,10,2011-09-19 10:42:00,Storage/Laundry bags
298632,24,2011-09-19 10:44:00,Storage/Laundry bags
298642,10,2011-09-19 10:51:00,Storage/Laundry bags
298643,10,2011-09-19 10:51:00,Storage/Laundry bags
298645,10,2011-09-19 10:51:00,Storage/Laundry bags
298647,10,2011-09-19 10:51:00,Storage/Laundry bags
298648,10,2011-09-19 10:51:00,Storage/Laundry bags
298651,10,2011-09-19 10:51:00,Storage/Laundry bags
298663,2,2011-09-19 11:02:00,Storage/Laundry bags
298666,5,2011-09-19 11:02:00,Storage/Laundry bags
298667,2,2011-09-19 11:02:00,Storage/Laundry bags
298675,2,2011-09-19 11:02:00,Storage/Laundry bags
298677,6,2011-09-19 11:02:00,Storage/Laundry bags
298678,5,2011-09-19 11:02:00,Storage/Laundry bags
298681,5,2011-09-19 11:02:00,Storage/Laundry bags
298682,5,2011-09-19 11:02:00,Storage/Laundry bags
298683,5,2011-09-19 11:02:00,Storage/Laundry bags
298684,5,2011-09-19 11:02:00,Storage/Laundry bags
298740,1,2011-09-19 11:04:00,Storage/Laundry bags
298784,10,2011-09-19 11:33:00,Storage/Laundry bags
298792,12,2011-09-19 11:33:00,Storage/Laundry bags
298814,100,2011-09-19 11:46:00,Storage/Laundry bags
298819,100,2011-09-19 11:46:00,Storage/Laundry bags
298826,100,2011-09-19 11:46:00,Storage/Laundry bags
298827,100,2011-09-19 11:46:00,Storage/Laundry bags
298828,200,2011-09-19 11:46:00,Storage/Laundry bags
298863,100,2011-09-19 11:46:00,Storage/Laundry bags
298911,1,2011-09-19 11:49:00,Storage/Laundry bags
298955,1,2011-09-19 11:59:00,Storage/Laundry bags
298962,1,2011-09-19 11:59:00,Storage/Laundry bags
298965,1,2011-09-19 11:59:00,Storage/Laundry bags
298969,2,2011-09-19 11:59:00,Storage/Laundry bags
298983,5,2011-09-19 12:01:00,Storage/Laundry bags
298984,5,2011-09-19 12:01:00,Storage/Laundry bags
298999,12,2011-09-19 12:01:00,Storage/Laundry bags
299152,10,2011-09-19 13:02:00,Storage/Laundry bags
299206,3,2011-09-19 13:27:00,Storage/Laundry bags
299233,10,2011-09-19 13:28:00,Storage/Laundry bags
299246,36,2011-09-19 13:32:00,Storage/Laundry bags
299247,48,2011-09-19 13:32:00,Storage/Laundry bags
299265,36,2011-09-19 13:32:00,Storage/Laundry bags
299269,48,2011-09-19 13:32:00,Storage/Laundry bags
299275,48,2011-09-19 13:32:00,Storage/Laundry bags
299290,10,2011-09-19 13:35:00,Storage/Laundry bags
299291,10,2011-09-19 13:35:00,Storage/Laundry bags
299302,48,2011-09-19 13:35:00,Storage/Laundry bags
299303,10,2011-09-19 13:35:00,Storage/Laundry bags
299305,10,2011-09-19 13:35:00,Storage/Laundry bags
299307,10,2011-09-19 13:35:00,Storage/Laundry bags
299317,20,2011-09-19 13:35:00,Storage/Laundry bags
299355,10,2011-09-19 13:48:00,Storage/Laundry bags
299361,1,2011-09-19 14:23:00,Storage/Laundry bags
299449,10,2011-09-19 14:55:00,Storage/Laundry bags
299455,10,2011-09-19 14:55:00,Storage/Laundry bags
299457,20,2011-09-19 14:55:00,Storage/Laundry bags
299458,10,2011-09-19 14:55:00,Storage/Laundry bags
299459,10,2011-09-19 14:55:00,Storage/Laundry bags
299461,10,2011-09-19 14:55:00,Storage/Laundry bags
299462,10,2011-09-19 14:55:00,Storage/Laundry bags
299464,10,2011-09-19 14:55:00,Storage/Laundry bags
299474,24,2011-09-19 14:56:00,Storage/Laundry bags
299606,10,2011-09-19 15:04:00,Storage/Laundry bags
299615,10,2011-09-19 15:04:00,Storage/Laundry bags
299618,10,2011-09-19 15:04:00,Storage/Laundry bags
299621,10,2011-09-19 15:04:00,Storage/Laundry bags
299622,10,2011-09-19 15:04:00,Storage/Laundry bags
299623,10,2011-09-19 15:04:00,Storage/Laundry bags
299624,10,2011-09-19 15:04:00,Storage/Laundry bags
299625,10,2011-09-19 15:04:00,Storage/Laundry bags
299626,10,2011-09-19 15:04:00,Storage/Laundry bags
299697,10,2011-09-20 09:24:00,Storage/Laundry bags
299699,20,2011-09-20 09:24:00,Storage/Laundry bags
299700,20,2011-09-20 09:24:00,Storage/Laundry bags
299701,20,2011-09-20 09:24:00,Storage/Laundry bags
299702,10,2011-09-20 09:24:00,Storage/Laundry bags
299709,10,2011-09-20 09:24:00,Storage/Laundry bags
299712,10,2011-09-20 09:31:00,Storage/Laundry bags
299724,10,2011-09-20 09:31:00,Storage/Laundry bags
299733,100,2011-09-20 09:40:00,Storage/Laundry bags
299789,10,2011-09-20 10:01:00,Storage/Laundry bags
299790,10,2011-09-20 10:01:00,Storage/Laundry bags
299847,10,2011-09-20 10:06:00,Storage/Laundry bags
299848,10,2011-09-20 10:06:00,Storage/Laundry bags
299849,6,2011-09-20 10:06:00,Storage/Laundry bags
299850,6,2011-09-20 10:06:00,Storage/Laundry bags
299943,8,2011-09-20 10:38:00,Storage/Laundry bags
300104,10,2011-09-20 11:39:00,Storage/Laundry bags
300107,10,2011-09-20 12:12:00,Storage/Laundry bags
300132,6,2011-09-20 12:12:00,Storage/Laundry bags
300136,100,2011-09-20 12:14:00,Storage/Laundry bags
300137,200,2011-09-20 12:14:00,Storage/Laundry bags
300138,100,2011-09-20 12:16:00,Storage/Laundry bags
300139,100,2011-09-20 12:16:00,Storage/Laundry bags
300230,8,2011-09-20 12:31:00,Storage/Laundry bags
300236,16,2011-09-20 12:31:00,Storage/Laundry bags
300251,34,2011-09-20 12:31:00,Storage/Laundry bags
300252,6,2011-09-20 12:31:00,Storage/Laundry bags
300254,18,2011-09-20 12:31:00,Storage/Laundry bags
300269,59,2011-09-20 12:31:00,Storage/Laundry bags
300270,22,2011-09-20 12:31:00,Storage/Laundry bags
300274,1,2011-09-20 12:31:00,Storage/Laundry bags
300332,3,2011-09-20 12:35:00,Storage/Laundry bags
300343,5,2011-09-20 12:35:00,Storage/Laundry bags
300344,5,2011-09-20 12:35:00,Storage/Laundry bags
300381,3,2011-09-20 12:39:00,Storage/Laundry bags
300384,1,2011-09-20 12:39:00,Storage/Laundry bags
300400,10,2011-09-20 12:47:00,Storage/Laundry bags
300401,10,2011-09-20 12:47:00,Storage/Laundry bags
300402,10,2011-09-20 12:47:00,Storage/Laundry bags
300404,10,2011-09-20 12:47:00,Storage/Laundry bags
300408,10,2011-09-20 12:47:00,Storage/Laundry bags
300409,10,2011-09-20 12:47:00,Storage/Laundry bags
300463,1,2011-09-20 12:50:00,Storage/Laundry bags
300498,2,2011-09-20 12:53:00,Storage/Laundry bags
300501,10,2011-09-20 12:53:00,Storage/Laundry bags
300534,1,2011-09-20 12:53:00,Storage/Laundry bags
300538,1,2011-09-20 12:53:00,Storage/Laundry bags
300545,1,2011-09-20 12:53:00,Storage/Laundry bags
300558,1,2011-09-20 12:53:00,Storage/Laundry bags
300625,10,2011-09-20 13:19:00,Storage/Laundry bags
300626,10,2011-09-20 13:19:00,Storage/Laundry bags
300627,10,2011-09-20 13:19:00,Storage/Laundry bags
300631,10,2011-09-20 13:19:00,Storage/Laundry bags
300662,20,2011-09-20 13:20:00,Storage/Laundry bags
300679,4,2011-09-20 13:20:00,Storage/Laundry bags
300736,2,2011-09-20 13:42:00,Storage/Laundry bags
300771,3,2011-09-20 13:42:00,Storage/Laundry bags
300773,2,2011-09-20 13:42:00,Storage/Laundry bags
300774,1,2011-09-20 13:42:00,Storage/Laundry bags
300894,12,2011-09-20 14:33:00,Storage/Laundry bags
300917,10,2011-09-20 14:33:00,Storage/Laundry bags
300962,5,2011-09-20 14:46:00,Storage/Laundry bags
300990,24,2011-09-20 14:46:00,Storage/Laundry bags
301009,10,2011-09-20 14:46:00,Storage/Laundry bags
301029,18,2011-09-20 14:46:00,Storage/Laundry bags
301030,5,2011-09-20 14:46:00,Storage/Laundry bags
301033,2,2011-09-20 14:46:00,Storage/Laundry bags
301034,4,2011-09-20 14:46:00,Storage/Laundry bags
301059,9,2011-09-20 14:46:00,Storage/Laundry bags
301060,25,2011-09-20 14:46:00,Storage/Laundry bags
301061,19,2011-09-20 14:46:00,Storage/Laundry bags
301063,2,2011-09-20 14:46:00,Storage/Laundry bags
301071,2,2011-09-20 14:46:00,Storage/Laundry bags
301103,8,2011-09-20 14:46:00,Storage/Laundry bags
301104,42,2011-09-20 14:46:00,Storage/Laundry bags
301111,15,2011-09-20 14:46:00,Storage/Laundry bags
301191,4,2011-09-20 15:31:00,Storage/Laundry bags
301193,4,2011-09-20 15:31:00,Storage/Laundry bags
301245,100,2011-09-21 09:06:00,Storage/Laundry bags
301247,100,2011-09-21 09:06:00,Storage/Laundry bags
301287,8,2011-09-21 09:33:00,Storage/Laundry bags
301324,10,2011-09-21 09:45:00,Storage/Laundry bags
301330,5,2011-09-21 09:45:00,Storage/Laundry bags
301343,10,2011-09-21 09:45:00,Storage/Laundry bags
301349,72,2011-09-21 09:54:00,Storage/Laundry bags
301416,6,2011-09-21 10:40:00,Storage/Laundry bags
301419,16,2011-09-21 10:40:00,Storage/Laundry bags
301527,100,2011-09-21 11:30:00,Storage/Laundry bags
301682,10,2011-09-21 12:26:00,Storage/Laundry bags
301683,10,2011-09-21 12:26:00,Storage/Laundry bags
301693,10,2011-09-21 12:28:00,Storage/Laundry bags
301695,10,2011-09-21 12:28:00,Storage/Laundry bags
301696,10,2011-09-21 12:28:00,Storage/Laundry bags
301698,10,2011-09-21 12:28:00,Storage/Laundry bags
301699,5,2011-09-21 12:28:00,Storage/Laundry bags
301700,10,2011-09-21 12:28:00,Storage/Laundry bags
301701,10,2011-09-21 12:46:00,Storage/Laundry bags
301714,1,2011-09-21 12:46:00,Storage/Laundry bags
301719,3,2011-09-21 12:46:00,Storage/Laundry bags
301765,100,2011-09-21 12:56:00,Storage/Laundry bags
301837,100,2011-09-21 13:35:00,Storage/Laundry bags
301850,20,2011-09-21 13:41:00,Storage/Laundry bags
301851,20,2011-09-21 13:41:00,Storage/Laundry bags
301852,20,2011-09-21 13:41:00,Storage/Laundry bags
301855,20,2011-09-21 13:41:00,Storage/Laundry bags
301961,10,2011-09-21 14:35:00,Storage/Laundry bags
301962,10,2011-09-21 14:35:00,Storage/Laundry bags
302000,6,2011-09-21 14:38:00,Storage/Laundry bags
302009,1,2011-09-21 14:40:00,Storage/Laundry bags
302067,1,2011-09-21 14:40:00,Storage/Laundry bags
302129,2,2011-09-21 14:40:00,Storage/Laundry bags
302138,1,2011-09-21 14:40:00,Storage/Laundry bags
302168,1,2011-09-21 14:40:00,Storage/Laundry bags
302172,1,2011-09-21 14:40:00,Storage/Laundry bags
302173,1,2011-09-21 14:40:00,Storage/Laundry bags
302216,1,2011-09-21 14:40:00,Storage/Laundry bags
302233,3,2011-09-21 14:40:00,Storage/Laundry bags
302239,4,2011-09-21 14:40:00,Storage/Laundry bags
302276,4,2011-09-21 14:40:00,Storage/Laundry bags
302278,1,2011-09-21 14:40:00,Storage/Laundry bags
302280,6,2011-09-21 14:40:00,Storage/Laundry bags
302330,3,2011-09-21 14:40:00,Storage/Laundry bags
302331,1,2011-09-21 14:40:00,Storage/Laundry bags
302332,1,2011-09-21 14:40:00,Storage/Laundry bags
302349,1,2011-09-21 14:40:00,Storage/Laundry bags
302457,4,2011-09-21 15:06:00,Storage/Laundry bags
302460,4,2011-09-21 15:06:00,Storage/Laundry bags
302475,3,2011-09-21 15:12:00,Storage/Laundry bags
302480,2,2011-09-21 15:12:00,Storage/Laundry bags
302482,3,2011-09-21 15:12:00,Storage/Laundry bags
302483,2,2011-09-21 15:12:00,Storage/Laundry bags
302484,2,2011-09-21 15:12:00,Storage/Laundry bags
302492,4,2011-09-21 15:12:00,Storage/Laundry bags
302518,3,2011-09-21 15:12:00,Storage/Laundry bags
302519,4,2011-09-21 15:12:00,Storage/Laundry bags
302521,4,2011-09-21 15:12:00,Storage/Laundry bags
302522,2,2011-09-21 15:12:00,Storage/Laundry bags
302545,1,2011-09-21 15:12:00,Storage/Laundry bags
302563,10,2011-09-21 15:15:00,Storage/Laundry bags
302603,1,2011-09-21 15:22:00,Storage/Laundry bags
302638,2,2011-09-21 15:22:00,Storage/Laundry bags
302639,1,2011-09-21 15:22:00,Storage/Laundry bags
302655,1,2011-09-21 15:22:00,Storage/Laundry bags
302656,1,2011-09-21 15:22:00,Storage/Laundry bags
302657,1,2011-09-21 15:22:00,Storage/Laundry bags
302670,3,2011-09-21 15:22:00,Storage/Laundry bags
302672,1,2011-09-21 15:22:00,Storage/Laundry bags
302718,2,2011-09-21 15:22:00,Storage/Laundry bags
302719,11,2011-09-21 15:22:00,Storage/Laundry bags
302739,8,2011-09-21 15:23:00,Storage/Laundry bags
302743,6,2011-09-21 15:23:00,Storage/Laundry bags
302792,3,2011-09-21 15:24:00,Storage/Laundry bags
302818,1,2011-09-21 15:24:00,Storage/Laundry bags
302819,1,2011-09-21 15:24:00,Storage/Laundry bags
302843,1,2011-09-21 15:24:00,Storage/Laundry bags
302865,1,2011-09-21 15:24:00,Storage/Laundry bags
302866,2,2011-09-21 15:24:00,Storage/Laundry bags
302867,1,2011-09-21 15:24:00,Storage/Laundry bags
302868,1,2011-09-21 15:24:00,Storage/Laundry bags
302869,2,2011-09-21 15:24:00,Storage/Laundry bags
302884,1,2011-09-21 15:24:00,Storage/Laundry bags
302887,1,2011-09-21 15:24:00,Storage/Laundry bags
302888,1,2011-09-21 15:24:00,Storage/Laundry bags
302905,2,2011-09-21 15:24:00,Storage/Laundry bags
302906,2,2011-09-21 15:24:00,Storage/Laundry bags
302910,3,2011-09-21 15:24:00,Storage/Laundry bags
302942,1,2011-09-21 15:29:00,Storage/Laundry bags
302947,1,2011-09-21 15:29:00,Storage/Laundry bags
302949,3,2011-09-21 15:29:00,Storage/Laundry bags
302967,2,2011-09-21 15:29:00,Storage/Laundry bags
302995,4,2011-09-21 15:29:00,Storage/Laundry bags
303004,2,2011-09-21 15:29:00,Storage/Laundry bags
303005,1,2011-09-21 15:29:00,Storage/Laundry bags
303007,1,2011-09-21 15:29:00,Storage/Laundry bags
303017,4,2011-09-21 15:29:00,Storage/Laundry bags
303032,5,2011-09-21 15:29:00,Storage/Laundry bags
303046,3,2011-09-21 15:29:00,Storage/Laundry bags
303047,2,2011-09-21 15:29:00,Storage/Laundry bags
303058,1,2011-09-21 15:29:00,Storage/Laundry bags
303100,2,2011-09-21 15:29:00,Storage/Laundry bags
303103,1,2011-09-21 15:29:00,Storage/Laundry bags
303158,1,2011-09-21 15:32:00,Storage/Laundry bags
303170,1,2011-09-21 15:32:00,Storage/Laundry bags
303192,2,2011-09-21 15:32:00,Storage/Laundry bags
303196,3,2011-09-21 15:32:00,Storage/Laundry bags
303252,100,2011-09-21 15:32:00,Storage/Laundry bags
303254,200,2011-09-21 15:32:00,Storage/Laundry bags
303258,1,2011-09-21 15:32:00,Storage/Laundry bags
303259,8,2011-09-21 15:32:00,Storage/Laundry bags
303260,1,2011-09-21 15:32:00,Storage/Laundry bags
303262,4,2011-09-21 15:32:00,Storage/Laundry bags
303273,3,2011-09-21 15:32:00,Storage/Laundry bags
303281,1,2011-09-21 15:32:00,Storage/Laundry bags
303282,2,2011-09-21 15:32:00,Storage/Laundry bags
303288,1,2011-09-21 15:32:00,Storage/Laundry bags
303303,4,2011-09-21 15:32:00,Storage/Laundry bags
303306,2,2011-09-21 15:32:00,Storage/Laundry bags
303307,2,2011-09-21 15:32:00,Storage/Laundry bags
303308,18,2011-09-21 15:32:00,Storage/Laundry bags
303309,12,2011-09-21 15:32:00,Storage/Laundry bags
303381,2,2011-09-21 15:34:00,Storage/Laundry bags
303401,1,2011-09-21 15:34:00,Storage/Laundry bags
303434,3,2011-09-21 15:34:00,Storage/Laundry bags
303435,3,2011-09-21 15:34:00,Storage/Laundry bags
303436,1,2011-09-21 15:34:00,Storage/Laundry bags
303441,1,2011-09-21 15:34:00,Storage/Laundry bags
303450,3,2011-09-21 15:34:00,Storage/Laundry bags
303506,3,2011-09-21 15:34:00,Storage/Laundry bags
303508,1,2011-09-21 15:34:00,Storage/Laundry bags
303509,1,2011-09-21 15:34:00,Storage/Laundry bags
303510,6,2011-09-21 15:34:00,Storage/Laundry bags
303552,1,2011-09-21 15:34:00,Storage/Laundry bags
303554,2,2011-09-21 15:34:00,Storage/Laundry bags
303556,1,2011-09-21 15:34:00,Storage/Laundry bags
303642,1,2011-09-21 15:43:00,Storage/Laundry bags
303653,2,2011-09-21 15:43:00,Storage/Laundry bags
303666,4,2011-09-21 15:43:00,Storage/Laundry bags
303669,1,2011-09-21 15:43:00,Storage/Laundry bags
303708,6,2011-09-21 15:43:00,Storage/Laundry bags
303738,1,2011-09-21 15:43:00,Storage/Laundry bags
303739,1,2011-09-21 15:43:00,Storage/Laundry bags
303748,1,2011-09-21 15:43:00,Storage/Laundry bags
303756,1,2011-09-21 15:43:00,Storage/Laundry bags
303760,8,2011-09-21 15:43:00,Storage/Laundry bags
303765,3,2011-09-21 15:43:00,Storage/Laundry bags
303800,4,2011-09-21 15:54:00,Storage/Laundry bags
303801,4,2011-09-21 15:54:00,Storage/Laundry bags
303803,2,2011-09-21 15:54:00,Storage/Laundry bags
303829,1,2011-09-21 15:54:00,Storage/Laundry bags
303876,3,2011-09-21 16:15:00,Storage/Laundry bags
303922,10,2011-09-22 08:41:00,Storage/Laundry bags
303923,10,2011-09-22 08:41:00,Storage/Laundry bags
303928,10,2011-09-22 08:41:00,Storage/Laundry bags
303954,10,2011-09-22 09:16:00,Storage/Laundry bags
303956,10,2011-09-22 09:16:00,Storage/Laundry bags
303961,10,2011-09-22 09:16:00,Storage/Laundry bags
